,image,score,qalign_point
109,43980.jpg,3.739641,0.7587890625
110,32025.jpg,4.652103,0.473876953125
111,12329.jpg,3.680327,0.712890625
112,37199.jpg,3.674185,0.77734375
113,39992.jpg,4.081314,0.8017578125
114,175204.jpg,3.556908,0.92431640625
115,139944.jpg,3.58013,0.7587890625
116,19146.jpg,5.586169,0.5224609375
117,187215.jpg,3.838993,0.6474609375
118,87630.jpg,4.152532,0.391845703125
119,21109.jpg,4.050337,0.78076171875
120,107012.jpg,9.250866,0.89697265625
121,54036.jpg,7.345344,0.428955078125
122,48802.jpg,3.587911,0.7373046875
123,13431.jpg,4.691202,0.59326171875
124,88008.jpg,3.670802,0.5234375
125,185818.jpg,3.62246,0.763671875
126,187795.jpg,2.930828,0.6416015625
127,19038.jpg,3.93967,0.37548828125
128,133687.jpg,4.608289,0.72607421875
129,58707.jpg,4.295794,0.67529296875
130,41210.jpg,3.678636,0.387939453125
131,216292.jpg,3.760308,0.796875
132,30992.jpg,4.538078,0.197021484375
133,26450.jpg,4.648333,0.74560546875
134,180349.jpg,7.99769,0.74951171875
135,65171.jpg,4.627691,0.7255859375
136,19260.jpg,5.023054,0.74462890625
137,196265.jpg,4.380004,0.4638671875
138,124149.jpg,3.626782,0.541015625
139,181492.jpg,3.56544,0.7255859375
140,283630.jpg,6.983279,0.73095703125
141,199361.jpg,4.005113,0.609375
142,235928.jpg,4.27316,0.6259765625
143,102994.jpg,4.025507,0.4794921875
144,85708.jpg,3.804904,0.779296875
145,298026.jpg,3.765495,0.7529296875
146,271958.jpg,4.210281,0.60400390625
147,276745.jpg,3.573272,0.77490234375
148,37803.jpg,3.609648,0.81884765625
149,218538.jpg,3.336564,0.76806640625
150,162191.jpg,3.606057,0.73974609375
151,30143.jpg,3.71945,0.64892578125
152,278185.jpg,3.679704,0.62646484375
153,189790.jpg,8.972841,0.7490234375
154,89757.jpg,4.264932,0.623046875
155,90537.jpg,4.339148,0.796875
156,175331.jpg,3.838541,0.83447265625
157,28076.jpg,3.495824,0.77392578125
158,117569.jpg,3.789697,0.30419921875
159,38056.jpg,4.518597,0.8447265625
160,18140.jpg,3.725973,0.430908203125
161,100751.jpg,4.093031,0.78125
162,66386.jpg,4.222257,0.7216796875
163,158154.jpg,4.11637,0.83935546875
164,136049.jpg,3.951985,0.591796875
165,19238.jpg,3.586746,0.73779296875
166,36141.jpg,3.54704,0.81201171875
167,103174.jpg,4.160067,0.771484375
168,34377.jpg,3.609241,0.515625
169,38813.jpg,4.903956,0.724609375
170,92286.jpg,3.871011,0.662109375
171,76168.jpg,3.968444,0.7509765625
172,128857.jpg,3.583618,0.69677734375
173,23314.jpg,5.171688,0.623046875
174,196817.jpg,9.400612,0.8154296875
175,102967.jpg,3.580041,0.705078125
176,86780.jpg,3.832969,0.60205078125
177,88546.jpg,4.059973,0.54296875
178,15405.jpg,3.602129,0.7177734375
179,33805.jpg,3.659963,0.48779296875
180,265984.jpg,3.691332,0.7490234375
181,250015.jpg,5.10445,0.7158203125
182,29652.jpg,3.696399,0.51220703125
183,241062.jpg,3.516747,0.71826171875
184,84077.jpg,7.194358,0.81689453125
185,232838.jpg,3.72332,0.92041015625
186,286456.jpg,3.807436,0.76318359375
187,156198.jpg,7.358093,0.609375
188,42702.jpg,5.016168,0.74560546875
189,38859.jpg,4.08353,0.498779296875
190,83698.jpg,3.796277,0.66552734375
191,27813.jpg,3.552034,0.65234375
192,22236.jpg,4.695481,0.74462890625
193,33459.jpg,3.291444,0.77734375
194,41779.jpg,3.645388,0.7431640625
195,60083.jpg,3.881312,0.5283203125
196,48761.jpg,3.859513,0.66162109375
197,15103.jpg,5.455607,0.45166015625
198,30897.jpg,4.766416,0.7734375
199,103711.jpg,3.52542,0.634765625
200,15518.jpg,3.787949,0.5625
201,38648.jpg,8.118004,0.57568359375
202,20495.jpg,3.721748,0.89892578125
203,107725.jpg,4.152053,0.46728515625
204,145090.jpg,3.821613,0.7119140625
205,105775.jpg,7.164427,0.740234375
206,11273.jpg,4.476889,0.744140625
207,91825.jpg,3.309869,0.6240234375
208,63141.jpg,4.106249,0.5927734375
209,42615.jpg,3.305865,0.67822265625
210,45123.jpg,3.355554,0.52099609375
211,108821.jpg,3.545751,0.70361328125
212,17126.jpg,9.22542,0.748046875
213,95307.jpg,6.054989,0.552734375
214,33796.jpg,4.008748,0.7275390625
215,61753.jpg,3.548185,0.74560546875
216,42493.jpg,3.64987,0.56494140625
217,61920.jpg,4.326351,0.61328125
218,27904.jpg,3.554781,0.673828125
219,197215.jpg,4.260708,0.78955078125
220,82501.jpg,3.892747,0.62841796875
221,37516.jpg,3.558409,0.48974609375
222,212718.jpg,3.797912,0.72265625
223,57709.jpg,3.783741,0.62841796875
224,228353.jpg,3.455775,0.8125
225,150365.jpg,3.545011,0.60546875
226,106993.jpg,4.577396,0.93212890625
227,17304.jpg,3.687452,0.62353515625
228,77393.jpg,3.374532,0.209716796875
229,256712.jpg,3.778192,0.8466796875
230,186198.jpg,3.741214,0.6259765625
231,218270.jpg,4.050938,0.74267578125
232,59858.jpg,7.574056,0.65478515625
233,166652.jpg,3.753039,0.85791015625
234,75702.jpg,4.031776,0.8046875
235,115000.jpg,3.445885,0.76513671875
236,236456.jpg,5.301861,0.71240234375
237,26295.jpg,3.579806,0.517578125
238,40353.jpg,3.603288,0.75927734375
239,29513.jpg,3.599051,0.65673828125
240,106727.jpg,3.893761,0.59912109375
241,30853.jpg,4.241768,0.38037109375
242,43726.jpg,3.797742,0.58642578125
243,248827.jpg,4.055791,0.6416015625
244,67569.jpg,3.841627,0.751953125
245,107564.jpg,3.571982,0.71044921875
246,72514.jpg,3.436143,0.73828125
247,68014.jpg,5.322459,0.5966796875
248,54497.jpg,7.100473,0.57080078125
249,13287.jpg,9.073759,0.7333984375
250,188225.jpg,3.766404,0.71142578125
251,189009.jpg,3.532355,0.79833984375
252,109804.jpg,3.66909,0.75927734375
253,92683.jpg,5.863054,0.58154296875
254,44100.jpg,3.886847,0.6669921875
255,36396.jpg,8.300129,0.78271484375
256,90989.jpg,3.86793,0.5458984375
257,293478.jpg,3.535057,0.51708984375
258,89897.jpg,4.357369,0.7177734375
259,34453.jpg,4.056403,0.282958984375
260,41796.jpg,5.583005,0.57666015625
261,199126.jpg,3.305857,0.7080078125
262,60312.jpg,3.635758,0.703125
263,200250.jpg,3.807595,0.529296875
264,188948.jpg,3.331745,0.763671875
265,61905.jpg,3.517642,0.638671875
266,246635.jpg,3.833346,0.7568359375
267,203308.jpg,9.57182,0.81005859375
268,78586.jpg,3.678229,0.74072265625
269,260135.jpg,3.316904,0.72119140625
270,224281.jpg,3.967445,0.75927734375
271,70050.jpg,3.472515,0.880859375
272,54873.jpg,4.336255,0.62744140625
273,37818.jpg,4.368136,0.7421875
274,238148.jpg,4.063875,0.76123046875
275,228998.jpg,3.489835,0.72705078125
276,125794.jpg,3.699242,0.7470703125
277,85323.jpg,3.622006,0.7412109375
278,11474.jpg,4.232063,0.80859375
279,95898.jpg,3.402044,0.4462890625
280,107731.jpg,5.178784,0.65966796875
281,128712.jpg,4.031622,0.77490234375
282,12995.jpg,3.926649,0.7080078125
283,14049.jpg,4.116576,0.7392578125
284,71095.jpg,3.809239,0.74951171875
285,156595.jpg,3.82095,0.77587890625
286,67332.jpg,4.589099,0.736328125
287,248390.jpg,3.558611,0.62744140625
288,21718.jpg,4.143397,0.7666015625
289,35921.jpg,3.719573,0.77587890625
290,140840.jpg,4.223358,0.78759765625
291,42060.jpg,3.671429,0.646484375
292,61821.jpg,3.330454,0.74609375
293,30844.jpg,4.035495,0.712890625
294,62013.jpg,4.144429,0.77099609375
295,29390.jpg,3.631751,0.83642578125
296,85492.jpg,3.62875,0.69921875
297,264441.jpg,4.281744,0.82958984375
298,25321.jpg,5.302446,0.60498046875
299,124397.jpg,4.025625,0.81884765625
300,90447.jpg,4.26645,0.73388671875
301,230907.jpg,5.514824,0.5751953125
302,57000.jpg,7.792258,0.703125
303,21601.jpg,4.157802,0.666015625
304,206618.jpg,3.820138,0.775390625
305,63093.jpg,5.901649,0.70751953125
306,19104.jpg,9.576053,0.6904296875
307,58093.jpg,4.438768,0.384521484375
308,249728.jpg,9.661612,0.76708984375
309,17506.jpg,5.150851,0.6689453125
310,64652.jpg,3.993182,0.409912109375
311,34204.jpg,3.442416,0.77294921875
312,33544.jpg,3.966612,0.72607421875
313,101818.jpg,3.404055,0.7138671875
314,44171.jpg,3.399275,0.50830078125
315,39294.jpg,3.957982,0.69677734375
316,36910.jpg,4.025692,0.5283203125
317,11571.jpg,3.763542,0.6201171875
318,18255.jpg,4.740591,0.697265625
319,63309.jpg,4.059771,0.83984375
320,170940.jpg,3.954709,0.91552734375
321,31499.jpg,3.559765,0.7060546875
322,48309.jpg,5.210947,0.7744140625
323,38909.jpg,3.644057,0.75048828125
324,126593.jpg,3.906917,0.72412109375
325,41234.jpg,8.978861,0.744140625
326,76999.jpg,3.115239,0.7568359375
327,140683.jpg,3.603843,0.58544921875
328,56294.jpg,3.644551,0.69580078125
329,71134.jpg,4.054431,0.810546875
330,13790.jpg,4.508444,0.68115234375
331,260222.jpg,4.092788,0.81689453125
332,98182.jpg,3.421316,0.70068359375
333,253392.jpg,7.761531,0.69677734375
334,137429.jpg,3.724736,0.81689453125
335,132950.jpg,3.96053,0.65478515625
336,229839.jpg,3.594529,0.60205078125
337,188761.jpg,3.803678,0.603515625
338,147465.jpg,4.217964,0.66455078125
339,209865.jpg,6.215166,0.708984375
340,78445.jpg,3.418683,0.7744140625
341,89985.jpg,3.908703,0.541015625
342,93205.jpg,3.582918,0.77490234375
343,147493.jpg,3.713084,0.6337890625
344,36574.jpg,4.050642,0.60498046875
345,57014.jpg,3.950457,0.818359375
346,267174.jpg,4.099448,0.59765625
347,47059.jpg,4.320772,0.611328125
348,75654.jpg,4.090158,0.625
349,162189.jpg,3.75812,0.76318359375
350,286519.jpg,3.741134,0.61083984375
351,294260.jpg,3.637224,0.82568359375
352,13709.jpg,8.97885,0.6943359375
353,90165.jpg,4.492949,0.7353515625
354,98691.jpg,3.967184,0.63525390625
355,254033.jpg,4.574181,0.7568359375
356,46107.jpg,4.310306,0.5947265625
357,71569.jpg,9.271795,0.6005859375
358,73486.jpg,3.70955,0.67529296875
359,12560.jpg,2.989632,0.744140625
360,102863.jpg,3.643671,0.76806640625
361,96975.jpg,3.725451,0.708984375
362,22055.jpg,4.019259,0.72314453125
363,195146.jpg,3.833651,0.755859375
364,95652.jpg,3.494163,0.78173828125
365,62039.jpg,3.462087,0.60009765625
366,99599.jpg,3.619399,0.806640625
367,121254.jpg,4.844984,0.73291015625
368,50136.jpg,3.654348,0.80419921875
369,36681.jpg,4.251282,0.7861328125
370,16690.jpg,3.4492,0.7548828125
371,16558.jpg,3.617728,0.5927734375
372,107589.jpg,5.192568,0.74853515625
373,237641.jpg,3.526934,0.72021484375
374,89736.jpg,3.959569,0.71240234375
375,187375.jpg,7.308963,0.84423828125
376,146116.jpg,4.015325,0.9521484375
377,86543.jpg,9.706538,0.74755859375
378,286393.jpg,4.087105,0.6943359375
379,30940.jpg,4.23976,0.640625
380,191481.jpg,4.24358,0.6142578125
381,17969.jpg,7.308428,0.28173828125
382,16696.jpg,3.257135,0.7431640625
383,13146.jpg,3.992926,0.775390625
384,64543.jpg,3.792516,0.662109375
385,98388.jpg,3.636672,0.57373046875
386,26509.jpg,3.954025,0.68994140625
387,44177.jpg,5.84193,0.64990234375
388,31306.jpg,3.915514,0.78662109375
389,64988.jpg,3.93339,0.66455078125
390,39199.jpg,6.402702,0.6650390625
391,285638.jpg,3.546085,0.85107421875
392,28825.jpg,3.870967,0.69384765625
393,47073.jpg,3.521914,0.78076171875
394,106228.jpg,3.222363,0.24951171875
395,86258.jpg,3.667791,0.76123046875
396,139169.jpg,3.637791,0.75537109375
397,231937.jpg,4.42739,0.50390625
398,80231.jpg,3.640751,0.9208984375
399,69568.jpg,4.240749,0.45703125
400,95133.jpg,3.86098,0.591796875
401,23043.jpg,3.629284,0.57080078125
402,25413.jpg,3.871326,0.66650390625
403,20839.jpg,8.049026,0.685546875
404,62980.jpg,9.29465,0.66796875
405,140857.jpg,3.848484,0.5087890625
406,24404.jpg,3.883942,0.6728515625
407,230754.jpg,3.962599,0.556640625
408,12632.jpg,3.36392,0.6396484375
409,27288.jpg,5.008079,0.76513671875
410,14215.jpg,9.380362,0.5302734375
411,119904.jpg,3.848674,0.77978515625
412,80357.jpg,4.113918,0.673828125
413,126537.jpg,3.557473,0.6357421875
414,79152.jpg,3.585912,0.7890625
415,190525.jpg,3.626541,0.76025390625
416,98385.jpg,3.555761,0.44921875
417,64782.jpg,3.927946,0.75244140625
418,286949.jpg,9.501358,0.7587890625
419,52184.jpg,7.13349,0.673828125
420,202440.jpg,5.536988,0.6943359375
421,56867.jpg,3.380169,0.732421875
422,282422.jpg,3.838277,0.468505859375
423,20222.jpg,5.060981,0.68017578125
424,88099.jpg,3.71741,0.56005859375
425,43996.jpg,3.702678,0.8193359375
426,231349.jpg,3.921319,0.7412109375
427,93865.jpg,3.604515,0.767578125
428,30932.jpg,3.759937,0.732421875
429,18940.jpg,3.44737,0.69482421875
430,53824.jpg,4.012834,0.58740234375
431,144501.jpg,3.80262,0.76953125
432,219744.jpg,3.649758,0.44970703125
433,96601.jpg,3.782025,0.7080078125
434,14372.jpg,4.199918,0.6767578125
435,93992.jpg,3.454957,0.828125
436,78027.jpg,4.286221,0.6806640625
437,79155.jpg,3.577721,0.6806640625
438,38218.jpg,8.120786,0.66455078125
439,24140.jpg,3.760896,0.76806640625
440,31349.jpg,4.212411,0.59912109375
441,34658.jpg,4.432873,0.57666015625
442,27342.jpg,5.778098,0.6728515625
443,206180.jpg,4.070933,0.84375
444,102032.jpg,3.427338,0.359375
445,67499.jpg,3.568174,0.8076171875
446,186910.jpg,4.137917,0.78857421875
447,199497.jpg,4.033362,0.556640625
448,18145.jpg,3.482433,0.70751953125
449,29650.jpg,6.658989,0.6083984375
450,25367.jpg,5.285921,0.7451171875
451,100940.jpg,3.694411,0.7705078125
452,175009.jpg,3.940845,0.76953125
453,34386.jpg,3.723594,0.5166015625
454,53301.jpg,3.604118,0.78125
455,44421.jpg,3.428454,0.72314453125
456,238318.jpg,4.513482,0.7763671875
457,53988.jpg,7.590822,0.6376953125
458,29502.jpg,3.664618,0.74169921875
459,267280.jpg,3.926884,0.677734375
460,70041.jpg,4.008022,0.62060546875
461,41331.jpg,4.237201,0.802734375
462,49799.jpg,4.550946,0.6767578125
463,179997.jpg,4.263046,0.4765625
464,77002.jpg,4.551527,0.67919921875
465,98554.jpg,3.15869,0.8984375
466,159261.jpg,10.0,0.81201171875
467,12657.jpg,3.616796,0.7578125
468,98394.jpg,3.556247,0.724609375
469,105124.jpg,4.093394,0.8671875
470,48143.jpg,4.067461,0.7548828125
471,77700.jpg,3.942401,0.7158203125
472,131651.jpg,3.541383,0.740234375
473,90654.jpg,3.766952,0.64013671875
474,252087.jpg,3.773074,0.515625
475,64658.jpg,5.369957,0.52001953125
476,259407.jpg,9.439214,0.7802734375
477,22118.jpg,9.636607,0.609375
478,30105.jpg,4.122751,0.755859375
479,260032.jpg,3.616461,0.82958984375
480,57784.jpg,3.988545,0.58154296875
481,104223.jpg,6.537613,0.7919921875
482,62962.jpg,4.376378,0.671875
483,17277.jpg,4.738777,0.6953125
484,79445.jpg,5.267588,0.50830078125
485,82183.jpg,3.799349,0.5361328125
486,202144.jpg,3.484133,0.78466796875
487,214539.jpg,3.748232,0.81640625
488,238049.jpg,3.691545,0.828125
489,14999.jpg,3.851823,0.59765625
490,71535.jpg,3.987995,0.6142578125
491,44119.jpg,3.873273,0.80517578125
492,116674.jpg,3.813094,0.720703125
493,68860.jpg,3.605799,0.76513671875
494,17058.jpg,4.636814,0.5087890625
495,237183.jpg,3.443333,0.603515625
496,28333.jpg,4.449581,0.67724609375
497,19723.jpg,4.014046,0.81982421875
498,164948.jpg,3.519886,0.619140625
499,14287.jpg,8.187407,0.75146484375
500,12927.jpg,3.722536,0.58251953125
501,66217.jpg,4.124668,0.77197265625
502,85561.jpg,4.202298,0.79541015625
503,297381.jpg,3.653411,0.78369140625
504,71082.jpg,10.0,0.58935546875
505,81985.jpg,3.694492,0.458251953125
506,40643.jpg,4.158217,0.7958984375
507,99871.jpg,5.383294,0.5302734375
508,69667.jpg,3.927128,0.826171875
509,187338.jpg,3.60912,0.58251953125
510,13505.jpg,6.195022,0.6982421875
511,99130.jpg,4.515374,0.72314453125
512,128987.jpg,3.607257,0.78564453125
513,113437.jpg,4.008651,0.80322265625
514,16914.jpg,4.890342,0.52294921875
515,90396.jpg,3.658479,0.724609375
516,46429.jpg,4.128138,0.78515625
517,96319.jpg,3.882815,0.58203125
518,151251.jpg,6.875433,0.892578125
519,38371.jpg,3.545137,0.650390625
520,211096.jpg,3.327416,0.783203125
521,84100.jpg,3.451404,0.74609375
522,103619.jpg,3.693979,0.69091796875
523,88469.jpg,4.159782,0.7294921875
524,52871.jpg,3.937064,0.62744140625
525,24929.jpg,7.907538,0.69970703125
526,11260.jpg,3.689609,0.703125
527,27825.jpg,3.709432,0.133056640625
528,30981.jpg,8.971317,0.6435546875
529,92895.jpg,5.472328,0.796875
530,143218.jpg,3.79219,0.72607421875
531,88111.jpg,3.544588,0.5029296875
532,141278.jpg,5.016057,0.90576171875
533,20824.jpg,8.743524,0.75439453125
534,32961.jpg,3.61298,0.59228515625
535,104708.jpg,4.254601,0.7939453125
536,76908.jpg,4.24961,0.485107421875
537,114896.jpg,3.41285,0.55859375
538,80928.jpg,4.241744,0.9013671875
539,132876.jpg,3.719994,0.49560546875
540,101756.jpg,3.788001,0.67138671875
541,161463.jpg,4.339205,0.91015625
542,80329.jpg,3.857777,0.71044921875
543,154188.jpg,3.646069,0.583984375
544,220089.jpg,3.836782,0.7734375
545,57785.jpg,3.863496,0.79443359375
546,18093.jpg,4.014143,0.7236328125
547,121068.jpg,9.731736,0.89208984375
548,108771.jpg,3.967088,0.64453125
549,38656.jpg,3.803304,0.51318359375
550,150715.jpg,3.668749,0.78271484375
551,88982.jpg,4.565701,0.7294921875
552,99040.jpg,5.025258,0.78173828125
553,23300.jpg,3.763748,0.767578125
554,180466.jpg,3.88058,0.8154296875
555,182731.jpg,3.750301,0.90478515625
556,191882.jpg,3.784087,0.7529296875
557,45250.jpg,4.173437,0.755859375
558,90534.jpg,4.055432,0.85888671875
559,69967.jpg,3.627278,0.65576171875
560,32650.jpg,5.46528,0.7958984375
561,12965.jpg,3.653952,0.72314453125
562,98237.jpg,3.798985,0.8046875
563,48101.jpg,4.475227,0.76318359375
564,28383.jpg,5.097058,0.4287109375
565,25744.jpg,3.552941,0.84912109375
566,99657.jpg,3.530261,0.8115234375
567,222265.jpg,4.258682,0.62353515625
568,142236.jpg,3.715951,0.54248046875
569,108162.jpg,3.762801,0.650390625
570,27733.jpg,4.786781,0.9013671875
571,32311.jpg,9.406452,0.71435546875
572,93816.jpg,3.53416,0.759765625
573,46443.jpg,4.073445,0.7216796875
574,231879.jpg,5.059464,0.79931640625
575,73866.jpg,3.821126,0.75439453125
576,215951.jpg,4.246827,0.60986328125
577,96022.jpg,4.329969,0.7978515625
578,173444.jpg,3.824941,0.978515625
579,106917.jpg,3.728639,0.51318359375
580,66109.jpg,4.076635,0.658203125
581,288928.jpg,3.732891,0.7724609375
582,46400.jpg,4.208484,0.677734375
583,12327.jpg,4.473403,0.8427734375
584,96138.jpg,3.815316,0.65771484375
585,60225.jpg,4.069886,0.61865234375
586,63177.jpg,4.4235,0.603515625
587,40770.jpg,3.552549,0.464111328125
588,150441.jpg,9.729869,0.74755859375
589,146499.jpg,4.026935,0.73193359375
590,125062.jpg,6.695783,0.7392578125
591,91272.jpg,4.257704,0.74365234375
592,20822.jpg,4.767117,0.7734375
593,241256.jpg,3.627622,0.454833984375
594,162053.jpg,3.903502,0.67724609375
595,83018.jpg,4.983513,0.72119140625
596,52854.jpg,3.564527,0.7685546875
597,37727.jpg,3.438034,0.52490234375
598,60612.jpg,3.798077,0.79931640625
599,77267.jpg,7.659755,0.83203125
600,102849.jpg,3.857573,0.7744140625
601,110946.jpg,5.043184,0.5537109375
602,156491.jpg,3.779757,0.73974609375
603,37138.jpg,3.796725,0.69140625
604,129430.jpg,4.152081,0.78125
605,101197.jpg,3.178635,0.5546875
606,106528.jpg,3.984332,0.52978515625
607,24215.jpg,4.046415,0.77294921875
608,45107.jpg,3.998473,0.70849609375
609,111488.jpg,4.543457,0.81005859375
610,83011.jpg,4.092438,0.314453125
611,36684.jpg,4.64019,0.7822265625
612,89153.jpg,3.814857,0.74462890625
613,76715.jpg,4.630962,0.65185546875
614,24454.jpg,4.449369,0.7373046875
615,43156.jpg,3.599072,0.69677734375
616,212893.jpg,3.831671,0.96240234375
617,50616.jpg,7.167903,0.48583984375
618,74627.jpg,3.617137,0.71435546875
619,283881.jpg,3.80194,0.66064453125
620,105814.jpg,3.941711,0.8271484375
621,40219.jpg,3.633609,0.666015625
622,48250.jpg,3.5614,0.666015625
623,101728.jpg,3.701552,0.66748046875
624,94546.jpg,3.991617,0.83984375
625,34996.jpg,3.869751,0.50830078125
626,19369.jpg,3.414143,0.65283203125
627,269486.jpg,5.575339,0.625
628,187331.jpg,3.485953,0.7177734375
629,110885.jpg,3.887172,0.55859375
630,50658.jpg,3.994364,0.736328125
631,59437.jpg,3.744829,0.69384765625
632,102641.jpg,3.758358,0.46142578125
633,32256.jpg,3.961748,0.80029296875
634,124929.jpg,3.746114,0.77001953125
635,263805.jpg,4.034602,0.7587890625
636,19210.jpg,8.005149,0.63916015625
637,17334.jpg,7.640479,0.7724609375
638,15850.jpg,10.0,0.671875
639,122476.jpg,4.10322,0.43505859375
640,136562.jpg,3.900276,0.71484375
641,48179.jpg,4.535278,0.732421875
642,95523.jpg,4.101772,0.572265625
643,28849.jpg,8.918966,0.7255859375
644,282347.jpg,9.999337,0.744140625
645,105848.jpg,5.129808,0.50439453125
646,95455.jpg,3.61196,0.69140625
647,34681.jpg,3.828697,0.81982421875
648,158805.jpg,4.062154,0.43896484375
649,210244.jpg,3.736582,0.728515625
650,151445.jpg,6.238891,0.6962890625
651,84522.jpg,3.378473,0.703125
652,51100.jpg,9.723413,0.73876953125
653,72178.jpg,3.781684,0.5830078125
654,253353.jpg,4.564084,0.499267578125
655,13599.jpg,4.64018,0.84765625
656,187274.jpg,3.626897,0.66162109375
657,31126.jpg,3.880343,0.76171875
658,230249.jpg,3.921364,0.52734375
659,178518.jpg,5.93888,0.591796875
660,13533.jpg,4.741255,0.6728515625
661,189556.jpg,7.564212,0.75927734375
662,45020.jpg,4.225204,0.71630859375
663,85336.jpg,4.544071,0.75
664,272726.jpg,3.848025,0.7666015625
665,131353.jpg,9.665027,0.7919921875
666,100949.jpg,3.433647,0.6396484375
667,49540.jpg,3.896178,0.560546875
668,68032.jpg,5.58279,0.783203125
669,69578.jpg,3.952459,0.6142578125
670,24189.jpg,6.422736,0.78125
671,99597.jpg,3.541969,0.75244140625
672,259316.jpg,8.396298,0.76708984375
673,254927.jpg,3.891018,0.890625
674,17430.jpg,4.304966,0.87451171875
675,27249.jpg,4.938078,0.3779296875
