Unnamed: 0,image,qalign_point,score
261,image_87_0.jpg,7.5,6.83
262,image_87_1.jpg,5.88,6.58
263,image_87_2.jpg,2.51,2.36
264,image_88_0.jpg,7.99,7.65
265,image_88_1.jpg,7.58,8.1
266,image_88_2.jpg,3.57,3.21
267,image_89_0.jpg,7.9,7.49
268,image_89_1.jpg,7.71,8.28
269,image_89_2.jpg,3.44,3.22
270,image_90_0.jpg,8.04,7.59
271,image_90_1.jpg,7.6,7.99
272,image_90_2.jpg,2.9,2.48
273,image_91_0.jpg,7.9,7.52
274,image_91_1.jpg,7.86,8.34
275,image_91_2.jpg,3.09,2.91
276,image_92_0.jpg,8.15,7.94
277,image_92_1.jpg,8.03,8.5
278,image_92_2.jpg,3.88,3.36
279,image_93_0.jpg,7.14,6.65
280,image_93_1.jpg,7.47,7.79
281,image_93_2.jpg,2.57,2.4
282,image_94_0.jpg,7.6,7.18
283,image_94_1.jpg,7.68,8.35
284,image_94_2.jpg,3.36,3.03
285,image_95_0.jpg,8.22,7.99
286,image_95_1.jpg,8.28,8.85
287,image_95_2.jpg,3.65,3.33
288,image_96_0.jpg,7.84,7.68
289,image_96_1.jpg,8.09,8.37
290,image_96_2.jpg,2.9,2.66
291,image_97_0.jpg,7.08,6.65
292,image_97_1.jpg,7.06,7.3
293,image_97_2.jpg,3.1,2.76
294,image_98_0.jpg,8.49,8.19
295,image_98_1.jpg,8.27,8.76
296,image_98_2.jpg,3.38,3.06
297,image_99_0.jpg,7.6,7.08
298,image_99_1.jpg,7.9,8.17
299,image_99_2.jpg,2.87,2.95
300,image_100_0.jpg,7.79,7.47
301,image_100_1.jpg,4.33,5.14
302,image_100_2.jpg,2.35,2.66
303,image_101_0.jpg,8.22,7.39
304,image_101_1.jpg,7.74,7.98
305,image_101_2.jpg,3.64,3.49
306,image_102_0.jpg,7.5,6.87
307,image_102_1.jpg,6.25,6.47
308,image_102_2.jpg,3.29,3.09
309,image_103_0.jpg,8.82,8.37
310,image_103_1.jpg,8.77,8.99
311,image_103_2.jpg,3.63,3.28
312,image_104_0.jpg,7.69,6.87
313,image_104_1.jpg,7.97,7.97
314,image_104_2.jpg,3.02,2.94
315,image_105_0.jpg,8.18,7.5
316,image_105_1.jpg,7.88,7.93
317,image_105_2.jpg,3.27,2.79
318,image_106_0.jpg,8.32,7.47
319,image_106_1.jpg,8.06,8.32
320,image_106_2.jpg,3.23,2.94
321,image_107_0.jpg,8.38,7.68
322,image_107_1.jpg,7.91,8.14
323,image_107_2.jpg,3.41,3.26
324,image_108_0.jpg,8.26,7.78
325,image_108_1.jpg,8.34,8.31
326,image_108_2.jpg,3.5,3.25
327,image_109_0.jpg,7.73,7.22
328,image_109_1.jpg,7.63,7.86
329,image_109_2.jpg,2.84,2.66
330,image_110_0.jpg,7.77,7.07
331,image_110_1.jpg,7.66,7.64
332,image_110_2.jpg,3.59,3.12
333,image_111_0.jpg,7.97,6.94
334,image_111_1.jpg,7.37,7.87
335,image_111_2.jpg,3.43,3.17
336,image_112_0.jpg,7.12,6.56
337,image_112_1.jpg,6.56,7.24
338,image_112_2.jpg,2.89,2.68
339,image_113_0.jpg,8.25,7.52
340,image_113_1.jpg,8.17,8.69
341,image_113_2.jpg,3.41,3.04
342,image_114_0.jpg,7.71,6.98
343,image_114_1.jpg,7.74,7.76
344,image_114_2.jpg,3.04,2.71
345,image_115_0.jpg,7.43,6.84
346,image_115_1.jpg,7.91,7.96
347,image_115_2.jpg,3.26,2.74
348,image_116_0.jpg,7.88,7.54
349,image_116_1.jpg,7.89,7.95
350,image_116_2.jpg,3.15,2.96
351,image_117_0.jpg,7.66,7.19
352,image_117_1.jpg,7.92,7.89
353,image_117_2.jpg,3.21,2.96
354,image_118_0.jpg,7.37,7.01
355,image_118_1.jpg,7.71,8.32
356,image_118_2.jpg,2.45,2.23
357,image_119_0.jpg,8.52,7.59
358,image_119_1.jpg,8.93,8.64
359,image_119_2.jpg,2.89,2.65
360,image_120_0.jpg,8.17,7.16
361,image_120_1.jpg,8.29,7.88
362,image_120_2.jpg,2.73,2.3
363,image_121_0.jpg,8.38,7.31
364,image_121_1.jpg,8.47,8.32
365,image_121_2.jpg,2.94,2.19
366,image_122_0.jpg,7.68,6.98
367,image_122_1.jpg,7.83,8.04
368,image_122_2.jpg,2.92,2.69
369,image_123_0.jpg,7.71,6.91
370,image_123_1.jpg,7.5,7.67
371,image_123_2.jpg,2.69,2.26
372,image_124_0.jpg,8.11,7.35
373,image_124_1.jpg,7.67,7.91
374,image_124_2.jpg,2.79,2.7
375,image_125_0.jpg,8.35,7.52
376,image_125_1.jpg,8.32,8.36
377,image_125_2.jpg,3.5,2.64
378,image_126_0.jpg,7.92,7.52
379,image_126_1.jpg,7.66,7.98
380,image_126_2.jpg,2.8,2.78
381,image_127_0.jpg,7.93,7.34
382,image_127_1.jpg,8.1,8.43
383,image_127_2.jpg,3.13,3.03
384,image_128_0.jpg,7.34,6.92
385,image_128_1.jpg,6.86,7.44
386,image_128_2.jpg,2.65,2.6
387,image_129_0.jpg,7.57,7.14
388,image_129_1.jpg,6.82,7.45
389,image_129_2.jpg,2.59,2.34
390,image_130_0.jpg,8.59,7.94
391,image_130_1.jpg,8.75,9.11
392,image_130_2.jpg,3.66,3.22
393,image_131_0.jpg,7.41,6.88
394,image_131_1.jpg,7.56,7.95
395,image_131_2.jpg,2.98,2.71
396,image_132_0.jpg,7.13,6.6
397,image_132_1.jpg,7.5,7.96
398,image_132_2.jpg,2.39,2.24
399,image_133_0.jpg,7.06,6.94
400,image_133_1.jpg,7.27,7.9
401,image_133_2.jpg,2.55,2.38
402,image_134_0.jpg,7.66,7.21
403,image_134_1.jpg,7.73,8.13
404,image_134_2.jpg,3.58,3.42
405,image_135_0.jpg,8.22,7.72
406,image_135_1.jpg,8.46,8.65
407,image_135_2.jpg,2.86,2.82
408,image_136_0.jpg,7.56,7.31
409,image_136_1.jpg,7.85,8.16
410,image_136_2.jpg,2.96,2.67
411,image_137_0.jpg,4.86,5.0
412,image_137_1.jpg,4.91,5.79
413,image_137_2.jpg,2.23,2.41
414,image_138_0.jpg,7.41,7.23
415,image_138_1.jpg,7.38,7.72
416,image_138_2.jpg,2.54,2.63
417,image_139_0.jpg,7.21,6.88
418,image_139_1.jpg,7.22,7.92
419,image_139_2.jpg,2.44,2.32
420,image_140_0.jpg,7.36,6.9
421,image_140_1.jpg,6.63,7.48
422,image_140_2.jpg,2.24,2.03
423,image_141_0.jpg,6.61,6.33
424,image_141_1.jpg,6.53,7.25
425,image_141_2.jpg,2.58,2.52
426,image_142_0.jpg,8.41,7.94
427,image_142_1.jpg,8.02,8.69
428,image_142_2.jpg,3.62,3.54
429,image_143_0.jpg,7.25,6.95
430,image_143_1.jpg,6.61,7.2
431,image_143_2.jpg,2.56,2.57
432,image_144_0.jpg,7.24,6.95
433,image_144_1.jpg,7.02,7.5
434,image_144_2.jpg,2.73,2.5
435,image_145_0.jpg,8.12,7.62
436,image_145_1.jpg,8.09,8.48
437,image_145_2.jpg,3.93,3.42
438,image_146_0.jpg,7.53,7.32
439,image_146_1.jpg,7.42,7.81
440,image_146_2.jpg,3.23,2.83
441,image_147_0.jpg,7.71,7.24
442,image_147_1.jpg,8.01,8.39
443,image_147_2.jpg,3.15,2.73
444,image_148_0.jpg,7.93,7.4
445,image_148_1.jpg,7.91,8.04
446,image_148_2.jpg,3.86,2.96
447,image_149_0.jpg,7.83,7.5
448,image_149_1.jpg,7.81,8.05
449,image_149_2.jpg,2.95,2.82
450,image_150_0.jpg,7.82,7.42
451,image_150_1.jpg,7.36,8.02
452,image_150_2.jpg,3.23,2.9
453,image_151_0.jpg,7.81,7.5
454,image_151_1.jpg,7.73,8.07
455,image_151_2.jpg,3.42,2.96
456,image_152_0.jpg,4.79,4.63
457,image_152_1.jpg,5.33,5.86
458,image_152_2.jpg,1.97,1.48
459,image_153_0.jpg,8.39,7.47
460,image_153_1.jpg,8.44,8.67
461,image_153_2.jpg,2.65,2.42
462,image_154_0.jpg,7.51,6.99
463,image_154_1.jpg,7.65,8.15
464,image_154_2.jpg,3.24,2.89
465,image_155_0.jpg,8.08,7.44
466,image_155_1.jpg,7.49,8.02
467,image_155_2.jpg,3.29,3.15
468,image_156_0.jpg,7.57,7.15
469,image_156_1.jpg,6.97,7.73
470,image_156_2.jpg,2.82,2.54
471,image_157_0.jpg,7.32,6.99
472,image_157_1.jpg,7.44,8.11
473,image_157_2.jpg,3.08,2.74
474,image_158_0.jpg,7.45,6.86
475,image_158_1.jpg,6.79,7.36
476,image_158_2.jpg,2.6,2.35
477,image_159_0.jpg,6.08,6.0
478,image_159_1.jpg,5.44,6.16
479,image_159_2.jpg,2.37,2.26
480,image_160_0.jpg,7.1,6.73
481,image_160_1.jpg,7.4,7.94
482,image_160_2.jpg,2.98,2.48
483,image_161_0.jpg,8.3,7.74
484,image_161_1.jpg,8.21,8.49
485,image_161_2.jpg,3.68,3.13
486,image_162_0.jpg,7.61,7.02
487,image_162_1.jpg,7.21,7.54
488,image_162_2.jpg,2.8,2.34
489,image_163_0.jpg,7.49,6.94
490,image_163_1.jpg,7.51,7.99
491,image_163_2.jpg,3.36,3.0
492,image_164_0.jpg,8.6,8.02
493,image_164_1.jpg,7.9,8.18
494,image_164_2.jpg,2.92,2.51
495,image_165_0.jpg,8.5,8.15
496,image_165_1.jpg,8.72,8.84
497,image_165_2.jpg,4.18,3.88
498,image_166_0.jpg,7.36,6.89
499,image_166_1.jpg,6.04,6.84
500,image_166_2.jpg,2.73,2.35
501,image_167_0.jpg,8.0,7.18
502,image_167_1.jpg,7.94,8.2
503,image_167_2.jpg,3.2,3.1
504,image_168_0.jpg,7.45,7.1
505,image_168_1.jpg,6.2,6.95
506,image_168_2.jpg,2.38,2.62
507,image_169_0.jpg,8.74,8.0
508,image_169_1.jpg,8.88,9.08
509,image_169_2.jpg,3.02,2.61
510,image_170_0.jpg,7.95,7.48
511,image_170_1.jpg,7.5,7.72
512,image_170_2.jpg,2.82,2.56
513,image_171_0.jpg,8.51,7.75
514,image_171_1.jpg,8.74,8.77
515,image_171_2.jpg,2.91,2.5
516,image_172_0.jpg,7.6,7.19
517,image_172_1.jpg,7.88,8.13
518,image_172_2.jpg,2.93,2.63
519,image_173_0.jpg,8.37,7.59
520,image_173_1.jpg,8.16,8.62
521,image_173_2.jpg,2.87,2.67
522,image_174_0.jpg,7.64,7.14
523,image_174_1.jpg,6.84,7.56
524,image_174_2.jpg,2.75,2.22
525,image_175_0.jpg,8.17,7.87
526,image_175_1.jpg,8.01,8.36
527,image_175_2.jpg,4.16,3.45
528,image_176_0.jpg,7.49,7.02
529,image_176_1.jpg,7.01,7.98
530,image_176_2.jpg,3.21,3.17
531,image_177_0.jpg,8.06,7.44
532,image_177_1.jpg,8.27,8.39
533,image_177_2.jpg,3.01,2.7
534,image_178_0.jpg,7.8,7.41
535,image_178_1.jpg,7.47,8.18
536,image_178_2.jpg,3.17,2.83
537,image_179_0.jpg,6.88,6.57
538,image_179_1.jpg,6.75,7.19
539,image_179_2.jpg,2.94,2.72
540,image_180_0.jpg,8.23,7.59
541,image_180_1.jpg,7.73,7.92
542,image_180_2.jpg,2.91,2.55
543,image_181_0.jpg,8.0,7.33
544,image_181_1.jpg,7.06,7.88
545,image_181_2.jpg,2.87,2.69
546,image_182_0.jpg,7.82,7.39
547,image_182_1.jpg,7.82,8.2
548,image_182_2.jpg,2.77,2.51
549,image_183_0.jpg,8.65,7.87
550,image_183_1.jpg,8.75,8.95
551,image_183_2.jpg,2.95,2.55
552,image_184_0.jpg,8.33,7.65
553,image_184_1.jpg,8.32,8.62
554,image_184_2.jpg,2.74,2.52
555,image_185_0.jpg,8.02,7.54
556,image_185_1.jpg,8.14,8.46
557,image_185_2.jpg,2.86,2.58
558,image_186_0.jpg,7.8,7.32
559,image_186_1.jpg,7.88,8.25
560,image_186_2.jpg,3.32,2.97
561,image_187_0.jpg,7.96,7.39
562,image_187_1.jpg,8.12,8.47
563,image_187_2.jpg,3.48,3.22
564,image_188_0.jpg,7.97,7.47
565,image_188_1.jpg,7.31,7.68
566,image_188_2.jpg,2.59,2.18
567,image_189_0.jpg,8.16,7.73
568,image_189_1.jpg,7.8,8.15
569,image_189_2.jpg,3.38,2.92
570,image_190_0.jpg,7.83,7.34
571,image_190_1.jpg,7.69,8.16
572,image_190_2.jpg,3.61,3.25
573,image_191_0.jpg,7.73,7.58
574,image_191_1.jpg,7.5,8.11
575,image_191_2.jpg,3.13,2.58
576,image_192_0.jpg,8.07,7.6
577,image_192_1.jpg,8.02,8.56
578,image_192_2.jpg,3.79,3.36
579,image_193_0.jpg,8.53,8.17
580,image_193_1.jpg,8.14,8.62
581,image_193_2.jpg,3.74,3.37
582,image_194_0.jpg,7.89,7.47
583,image_194_1.jpg,8.11,8.39
584,image_194_2.jpg,3.54,3.23
585,image_195_0.jpg,7.48,7.13
586,image_195_1.jpg,7.57,7.94
587,image_195_2.jpg,3.54,3.06
588,image_196_0.jpg,8.15,7.58
589,image_196_1.jpg,8.28,8.71
590,image_196_2.jpg,2.8,2.66
591,image_197_0.jpg,8.72,8.21
592,image_197_1.jpg,8.66,8.88
593,image_197_2.jpg,3.64,3.25
594,image_198_0.jpg,8.26,7.7
595,image_198_1.jpg,8.07,8.56
596,image_198_2.jpg,3.25,3.06
597,image_199_0.jpg,7.71,7.39
598,image_199_1.jpg,7.87,8.43
599,image_199_2.jpg,3.38,3.07
600,image_200_0.jpg,7.82,7.53
601,image_200_1.jpg,7.78,8.4
602,image_200_2.jpg,3.48,3.09
603,image_201_0.jpg,7.85,7.43
604,image_201_1.jpg,7.72,8.3
605,image_201_2.jpg,3.11,2.71
606,image_202_0.jpg,8.19,7.6
607,image_202_1.jpg,8.35,8.56
608,image_202_2.jpg,2.93,2.52
609,image_203_0.jpg,6.89,6.98
610,image_203_1.jpg,5.53,6.41
611,image_203_2.jpg,2.58,2.49
612,image_204_0.jpg,7.92,7.31
613,image_204_1.jpg,7.86,8.1
614,image_204_2.jpg,2.84,2.51
615,image_205_0.jpg,8.04,7.65
616,image_205_1.jpg,7.71,8.54
617,image_205_2.jpg,2.98,2.67
618,image_206_0.jpg,7.82,7.63
619,image_206_1.jpg,7.83,8.51
620,image_206_2.jpg,3.24,2.92
621,image_207_0.jpg,7.68,7.16
622,image_207_1.jpg,8.06,8.5
623,image_207_2.jpg,2.84,2.6
624,image_208_0.jpg,7.73,7.16
625,image_208_1.jpg,6.67,7.35
626,image_208_2.jpg,3.05,2.79
627,image_209_0.jpg,7.45,6.99
628,image_209_1.jpg,7.75,8.12
629,image_209_2.jpg,3.22,2.56
630,image_210_0.jpg,7.38,7.15
631,image_210_1.jpg,8.0,8.49
632,image_210_2.jpg,2.68,2.35
633,image_211_0.jpg,8.32,7.52
634,image_211_1.jpg,8.28,8.74
635,image_211_2.jpg,2.89,2.53
636,image_212_0.jpg,7.32,7.15
637,image_212_1.jpg,7.3,8.03
638,image_212_2.jpg,2.97,2.89
639,image_213_0.jpg,5.28,5.57
640,image_213_1.jpg,5.99,6.72
641,image_213_2.jpg,2.91,2.7
642,image_214_0.jpg,6.77,6.4
643,image_214_1.jpg,4.99,5.6
644,image_214_2.jpg,2.95,2.51
645,image_215_0.jpg,7.61,7.51
646,image_215_1.jpg,5.82,7.06
647,image_215_2.jpg,2.46,2.64
648,image_216_0.jpg,8.47,7.86
649,image_216_1.jpg,7.99,8.4
650,image_216_2.jpg,3.74,3.46
651,image_217_0.jpg,8.02,7.34
652,image_217_1.jpg,7.84,8.29
653,image_217_2.jpg,3.23,2.88
654,image_218_0.jpg,7.41,7.07
655,image_218_1.jpg,7.27,7.91
656,image_218_2.jpg,3.3,3.1
657,image_219_0.jpg,8.04,7.56
658,image_219_1.jpg,7.13,7.44
659,image_219_2.jpg,2.71,2.49
660,image_220_0.jpg,7.73,7.1
661,image_220_1.jpg,6.88,7.25
662,image_220_2.jpg,2.6,2.23
663,image_221_0.jpg,7.98,7.51
664,image_221_1.jpg,7.63,8.13
665,image_221_2.jpg,2.69,2.46
666,image_222_0.jpg,7.19,6.96
667,image_222_1.jpg,5.59,5.85
668,image_222_2.jpg,3.62,3.27
669,image_223_0.jpg,8.1,7.31
670,image_223_1.jpg,8.42,8.45
671,image_223_2.jpg,2.9,2.72
672,image_224_0.jpg,8.47,8.2
673,image_224_1.jpg,8.06,8.43
674,image_224_2.jpg,3.58,3.25
675,image_225_0.jpg,7.85,7.42
676,image_225_1.jpg,7.37,8.05
677,image_225_2.jpg,2.86,2.47
678,image_226_0.jpg,7.65,7.26
679,image_226_1.jpg,7.45,7.88
680,image_226_2.jpg,2.76,2.66
681,image_227_0.jpg,7.2,6.95
682,image_227_1.jpg,7.18,8.01
683,image_227_2.jpg,3.06,2.58
684,image_228_0.jpg,7.18,6.85
685,image_228_1.jpg,5.22,6.42
686,image_228_2.jpg,2.58,2.55
687,image_229_0.jpg,7.37,7.16
688,image_229_1.jpg,6.15,6.98
689,image_229_2.jpg,3.02,2.8
690,image_230_0.jpg,8.55,8.06
691,image_230_1.jpg,8.5,8.94
692,image_230_2.jpg,3.49,3.28
693,image_231_0.jpg,7.47,7.0
694,image_231_1.jpg,7.12,8.05
695,image_231_2.jpg,3.19,2.82
696,image_232_0.jpg,7.84,7.33
697,image_232_1.jpg,7.64,8.08
